age,marital,housing,contact,month,duration,pdays,previous,poutcome,y
40,3,0,1,5,176,-1,0,4,0
48,2,0,1,2,524,-1,0,4,0
31,2,1,3,9,65,-1,0,4,0
27,2,1,1,9,653,334,2,3,1
47,2,1,3,12,91,100,2,2,1
28,3,0,1,8,93,-1,0,4,1
40,1,1,1,9,503,280,2,1,0
34,2,1,1,1,186,327,2,1,0
29,2,1,3,9,121,-1,0,4,0
36,2,0,1,2,452,-1,0,4,0
83,2,0,2,7,883,140,1,1,1
55,1,1,3,9,104,-1,0,4,0
43,1,0,1,5,24,-1,0,4,0
23,3,0,2,7,79,-1,0,4,0
44,2,0,1,6,178,-1,0,4,0
58,2,1,1,9,74,-1,0,4,0
29,3,0,1,8,217,184,7,2,0
30,3,0,1,4,475,-1,0,4,0
29,3,1,1,9,127,-1,0,4,0
41,2,0,1,8,101,-1,0,4,0
35,2,1,1,6,340,-1,0,4,0
31,3,1,1,6,158,-1,0,4,0
27,3,0,1,5,242,-1,0,4,0
47,2,1,3,9,323,-1,0,4,0
53,2,1,3,7,18,-1,0,4,0
34,2,1,1,6,68,-1,0,4,0
34,2,1,1,6,134,-1,0,4,0
36,2,1,1,9,113,-1,0,4,0
40,2,1,1,2,43,-1,0,4,0
37,3,0,3,7,200,-1,0,4,0
65,1,0,1,2,245,-1,0,4,0
53,1,1,3,9,343,-1,0,4,0
28,3,0,1,8,229,-1,0,4,0
33,1,1,3,9,530,-1,0,4,0
56,2,0,1,2,58,-1,0,4,0
45,2,0,1,1,78,176,1,3,0
39,2,0,3,7,147,-1,0,4,0
28,3,1,1,6,40,-1,0,4,0
36,2,1,1,10,618,-1,0,4,0
41,2,1,1,1,23,-1,0,4,0
46,2,0,1,2,293,90,4,2,1
41,2,1,1,9,16,176,5,2,0
59,2,0,1,6,286,-1,0,4,0
24,2,1,1,9,209,321,1,1,0
34,2,1,3,9,935,-1,0,4,0
40,2,1,3,9,260,-1,0,4,0
42,2,1,3,7,298,-1,0,4,0
50,2,1,1,1,397,337,1,1,0
25,3,1,1,12,113,479,1,1,0
51,1,1,2,10,76,-1,0,4,0
50,2,0,1,7,141,-1,0,4,0
37,2,1,3,9,773,-1,0,4,0
21,3,0,2,7,329,95,1,2,0
52,2,1,3,9,423,-1,0,4,0
55,2,0,1,2,67,-1,0,4,0
26,3,1,3,7,626,-1,0,4,0
38,2,0,1,10,578,-1,0,4,1
32,2,1,3,9,61,-1,0,4,0
31,2,1,3,9,248,-1,0,4,0
34,3,0,1,5,136,262,3,1,0
33,3,0,1,2,126,-1,0,4,0
35,2,0,2,5,653,-1,0,4,0
44,2,1,2,9,7,-1,0,4,0
48,1,1,1,1,528,-1,0,4,0
29,2,1,1,9,785,-1,0,4,0
50,2,0,1,6,243,-1,0,4,0
37,2,1,1,9,24,362,1,2,0
44,3,0,3,7,82,-1,0,4,0
36,3,1,3,7,952,-1,0,4,0
49,1,1,1,9,27,-1,0,4,0
31,2,1,3,9,143,-1,0,4,0
49,1,1,3,9,274,-1,0,4,0
35,3,1,1,1,1174,345,4,2,1
57,1,0,1,10,915,-1,0,4,0
42,2,1,1,4,115,-1,0,4,0
36,1,1,3,9,222,-1,0,4,0
75,1,0,1,8,341,-1,0,4,0
38,3,1,3,9,112,-1,0,4,0
40,2,1,3,9,64,-1,0,4,0
38,3,1,1,9,937,-1,0,4,1
34,3,1,1,6,129,-1,0,4,0
29,3,1,1,9,59,-1,0,4,0
28,2,1,1,5,79,225,2,3,0
79,2,0,2,6,151,-1,0,4,0
51,1,1,3,9,83,-1,0,4,0
32,3,0,1,2,101,3,6,2,0
36,2,0,1,2,157,97,2,3,1
38,2,0,1,9,57,366,1,2,0
49,2,1,3,9,176,-1,0,4,0
42,2,1,1,9,222,-1,0,4,0
43,2,1,3,7,217,-1,0,4,0
34,2,1,3,9,252,-1,0,4,0
59,3,1,3,9,1063,-1,0,4,1
35,2,0,1,2,41,-1,0,4,0
33,3,1,3,7,27,-1,0,4,0
34,3,1,1,1,758,-1,0,4,0
64,2,0,2,6,301,-1,0,4,1
34,2,1,1,6,574,-1,0,4,0
77,2,0,1,11,847,60,1,3,1
57,2,0,2,6,78,-1,0,4,0
30,2,1,3,9,514,-1,0,4,0
56,1,0,3,7,1558,-1,0,4,1
49,2,0,1,2,789,-1,0,4,0
73,2,0,1,6,146,190,3,3,0
39,3,1,1,2,272,-1,0,4,0
57,1,1,1,9,323,368,2,1,0
32,2,1,1,6,712,-1,0,4,0
32,3,1,3,9,860,-1,0,4,1
45,2,1,1,2,75,-1,0,4,0
32,2,1,3,9,191,-1,0,4,0
31,2,1,1,6,1441,-1,0,4,1
49,2,0,1,2,428,-1,0,4,0
29,2,0,1,9,322,-1,0,4,0
55,2,1,1,5,104,-1,0,4,0
30,2,1,1,9,127,-1,0,4,0
45,3,1,3,7,1259,-1,0,4,1
39,2,0,1,5,114,-1,0,4,0
36,2,1,3,9,106,-1,0,4,0
33,2,0,1,10,305,182,3,1,0
36,2,1,1,2,307,-1,0,4,1
31,3,0,1,2,1504,-1,0,4,0
36,2,0,1,6,396,-1,0,4,0
38,3,1,1,7,71,-1,0,4,0
33,2,0,1,2,205,-1,0,4,0
40,2,1,3,9,134,-1,0,4,0
31,2,0,1,7,166,-1,0,4,1
39,2,1,1,6,81,-1,0,4,0
33,2,0,1,9,77,-1,0,4,0
53,1,0,1,8,80,-1,0,4,1
38,2,1,1,9,537,303,2,1,0
59,2,0,1,7,415,89,1,3,1
55,2,0,1,10,291,-1,0,4,0
38,3,1,1,9,283,288,12,2,0
48,2,1,2,1,70,-1,0,4,0
53,2,1,3,9,611,-1,0,4,0
44,1,0,1,4,132,-1,0,4,0
57,2,0,3,7,26,-1,0,4,0
29,3,1,1,9,262,-1,0,4,0
31,2,1,3,9,272,-1,0,4,0
35,3,1,1,3,137,122,3,1,0
31,2,0,1,8,95,-1,0,4,0
35,2,0,1,10,140,-1,0,4,0
40,3,1,3,9,71,-1,0,4,0
39,2,1,1,9,502,7,2,1,0
43,3,1,3,7,164,-1,0,4,0
44,2,1,3,9,219,-1,0,4,0
29,3,0,1,4,328,183,4,3,1
40,2,1,3,9,224,-1,0,4,0
33,2,1,1,10,63,-1,0,4,0
46,2,0,1,2,24,-1,0,4,0
27,3,0,2,5,147,-1,0,4,0
26,3,0,1,6,84,-1,0,4,0
41,2,1,1,6,175,-1,0,4,0
34,2,1,1,2,12,-1,0,4,0
39,3,0,1,2,40,-1,0,4,0
27,3,0,1,6,217,-1,0,4,0
31,2,1,1,6,235,-1,0,4,0
44,3,0,1,5,255,-1,0,4,0
55,2,0,1,6,256,-1,0,4,0
51,1,0,2,6,41,-1,0,4,0
50,2,0,3,7,75,-1,0,4,0
30,2,1,1,4,192,-1,0,4,0
46,2,0,3,9,796,-1,0,4,1
49,2,0,1,2,220,-1,0,4,0
56,2,1,1,2,614,-1,0,4,0
47,1,0,1,2,1126,-1,0,4,1
30,2,0,2,7,161,-1,0,4,0
36,3,0,1,6,141,-1,0,4,0
40,2,0,2,6,697,-1,0,4,0
37,3,0,3,7,223,-1,0,4,0
42,1,0,1,5,931,-1,0,4,1
45,2,1,1,10,483,116,1,1,0
34,3,0,1,10,63,-1,0,4,0
27,3,0,1,6,271,-1,0,4,0
30,2,1,1,9,144,-1,0,4,0
32,2,1,1,2,79,-1,0,4,0
46,2,1,2,6,171,-1,0,4,0
29,2,1,1,6,73,-1,0,4,0
53,2,0,2,5,69,-1,0,4,0
32,2,0,1,1,60,343,4,1,0
49,2,1,3,9,257,-1,0,4,0
35,2,0,1,9,198,88,1,2,0
38,2,1,1,1,217,327,1,1,0
39,2,1,1,10,134,-1,0,4,0
34,3,1,1,9,41,-1,0,4,0
42,2,1,1,10,611,175,12,2,0
35,3,1,3,7,216,-1,0,4,0
60,2,0,1,2,388,-1,0,4,0
57,1,1,3,9,242,-1,0,4,0
31,3,0,1,6,387,-1,0,4,0
29,3,0,1,11,90,-1,0,4,0
41,2,1,2,10,281,-1,0,4,0
46,2,1,1,10,332,-1,0,4,0
33,2,0,1,9,218,-1,0,4,1
32,3,1,3,9,650,-1,0,4,0
54,1,1,2,10,1034,-1,0,4,1
37,2,1,1,9,182,169,2,1,0
32,3,0,1,9,156,-1,0,4,0
43,2,1,1,2,171,-1,0,4,0
50,1,1,2,10,265,127,4,2,0
34,2,1,1,1,10,-1,0,4,0
31,1,0,1,6,350,-1,0,4,0
43,2,1,1,10,65,131,1,1,0
49,2,0,1,6,58,-1,0,4,0
22,3,0,1,6,69,-1,0,4,0
35,2,0,1,5,127,-1,0,4,0
56,2,1,2,10,154,-1,0,4,0
53,2,0,2,6,36,-1,0,4,0
54,2,0,1,4,85,196,3,1,0
32,3,1,1,9,362,287,13,1,0
41,2,1,1,9,49,-1,0,4,0
40,2,1,1,9,410,-1,0,4,0
33,2,1,1,9,253,-1,0,4,0
33,3,0,1,10,570,-1,0,4,0
34,2,1,1,6,633,-1,0,4,0
36,2,1,3,7,82,-1,0,4,0
34,2,1,1,6,164,-1,0,4,0
55,2,0,3,7,175,-1,0,4,0
28,3,0,1,4,659,-1,0,4,1
29,3,1,1,1,139,-1,0,4,0
31,3,1,3,6,43,-1,0,4,0
52,2,1,1,2,343,-1,0,4,0
54,2,0,1,10,74,152,1,3,0
43,2,1,3,9,302,-1,0,4,0
55,2,0,1,6,455,-1,0,4,0
28,1,1,3,9,126,-1,0,4,0
45,1,1,1,10,107,-1,0,4,0
45,2,1,3,9,120,-1,0,4,0
51,2,1,1,10,727,-1,0,4,0
42,3,1,3,9,275,-1,0,4,0
43,3,0,2,5,41,-1,0,4,0
34,2,0,1,2,61,-1,0,4,0
36,2,1,1,9,232,365,5,2,0
37,2,1,1,6,214,-1,0,4,0
50,2,1,2,9,21,-1,0,4,0
42,1,0,1,4,138,-1,0,4,1
34,3,1,1,9,173,299,2,2,0
48,2,1,1,1,635,-1,0,4,0
47,2,1,1,6,77,-1,0,4,0
40,2,1,3,7,73,-1,0,4,0
37,2,0,1,5,540,115,3,1,0
38,2,1,3,7,179,-1,0,4,0
29,3,1,1,6,119,-1,0,4,0
46,2,1,2,10,107,167,1,2,0
26,2,1,3,9,48,-1,0,4,0
30,3,1,3,9,447,-1,0,4,0
42,2,1,1,6,430,-1,0,4,0
42,3,0,1,2,64,-1,0,4,0
31,3,1,3,9,217,-1,0,4,0
37,3,1,1,9,77,-1,0,4,0
26,2,1,3,9,16,-1,0,4,0
54,2,0,1,2,753,-1,0,4,0
70,2,0,1,1,125,182,1,1,0
29,3,1,3,9,1210,-1,0,4,0
50,2,1,1,6,185,-1,0,4,0
60,1,1,1,4,80,-1,0,4,0
32,3,0,1,2,156,-1,0,4,0
32,2,0,1,6,403,-1,0,4,0
34,3,1,1,10,145,-1,0,4,0
48,3,1,1,9,17,-1,0,4,0
25,2,1,1,6,160,-1,0,4,0
32,2,1,1,10,486,181,2,1,0
32,2,1,1,4,321,-1,0,4,0
47,1,1,3,9,203,-1,0,4,0
32,2,0,1,3,646,198,2,3,0
49,3,1,1,6,97,-1,0,4,1
53,2,1,1,1,144,-1,0,4,0
41,3,0,3,7,30,-1,0,4,0
47,1,0,1,6,82,-1,0,4,0
35,2,1,3,9,326,-1,0,4,0
33,3,0,1,10,414,-1,0,4,0
49,2,1,1,1,285,-1,0,4,0
46,1,0,1,2,716,-1,0,4,1
29,1,1,3,9,449,-1,0,4,0
58,2,1,3,7,16,-1,0,4,0
40,3,1,3,7,65,-1,0,4,0
34,2,1,1,10,138,-1,0,4,0
60,2,0,1,6,121,-1,0,4,0
43,2,0,1,9,140,-1,0,4,0
50,2,1,1,2,256,-1,0,4,0
33,2,1,1,6,61,-1,0,4,0
37,2,1,1,6,367,-1,0,4,0
55,2,1,2,9,9,174,12,2,0
45,3,0,1,6,395,-1,0,4,0
47,2,0,1,10,125,-1,0,4,0
58,2,0,3,7,580,-1,0,4,0
36,2,1,1,1,15,316,1,1,0
55,2,1,3,9,119,-1,0,4,0
31,2,1,3,9,26,-1,0,4,0
38,2,1,1,10,224,180,1,1,0
42,2,1,3,9,285,-1,0,4,0
32,1,1,3,9,399,-1,0,4,0
39,2,0,1,6,88,-1,0,4,0
41,2,1,1,2,185,-1,0,4,0
59,2,0,1,5,98,154,6,1,0
42,1,0,1,5,97,169,3,1,0
33,2,1,1,9,72,370,1,1,0
53,2,0,1,9,109,87,2,1,0
43,2,1,3,9,208,-1,0,4,0
39,3,0,3,7,1029,-1,0,4,1
27,3,1,1,9,273,-1,0,4,0
39,2,1,3,9,130,-1,0,4,0
27,3,0,1,4,590,-1,0,4,0
33,2,1,1,10,107,-1,0,4,0
29,1,1,3,9,88,-1,0,4,0
33,1,0,1,2,305,-1,0,4,0
41,2,0,1,10,90,-1,0,4,0
38,3,1,1,1,222,-1,0,4,0
30,2,1,1,6,127,-1,0,4,0
58,2,0,2,5,38,-1,0,4,0
37,3,0,1,9,380,-1,0,4,0
36,1,1,1,1,244,313,1,1,0
45,2,1,1,2,189,-1,0,4,0
23,3,1,3,7,217,-1,0,4,0
53,2,0,1,6,388,181,1,3,1
44,2,1,3,7,22,-1,0,4,0
32,3,0,1,2,289,-1,0,4,0
32,2,1,1,6,221,-1,0,4,0
38,2,1,1,6,129,-1,0,4,0
47,2,1,1,4,147,264,4,2,0
34,3,1,3,9,299,-1,0,4,0
52,2,1,3,9,543,-1,0,4,0
45,3,1,1,9,247,-1,0,4,0
50,2,1,3,9,166,-1,0,4,0
52,1,1,3,9,755,-1,0,4,1
37,2,0,3,9,336,-1,0,4,0
51,2,1,3,9,619,-1,0,4,0
32,2,1,1,9,159,350,2,1,0
33,2,1,3,9,29,-1,0,4,0
28,2,1,3,7,606,-1,0,4,0
66,2,1,1,7,971,-1,0,4,0
31,3,1,3,9,231,-1,0,4,0
35,2,1,3,9,163,-1,0,4,0
47,3,0,1,11,385,-1,0,4,1
36,3,0,2,6,119,-1,0,4,0
32,3,0,1,5,348,-1,0,4,0
34,2,1,3,8,30,-1,0,4,0
40,2,1,1,9,249,169,1,1,0
33,2,0,1,9,119,-1,0,4,0
39,2,1,1,9,177,-1,0,4,0
38,2,1,3,9,110,-1,0,4,0
32,3,0,1,2,594,-1,0,4,1
65,2,0,1,5,105,-1,0,4,0
34,3,0,1,2,123,-1,0,4,0
34,3,1,1,9,172,-1,0,4,0
42,3,1,1,6,178,-1,0,4,0
31,2,1,1,1,230,-1,0,4,0
47,2,1,3,7,89,-1,0,4,0
44,1,1,3,9,118,-1,0,4,0
38,2,1,1,6,143,-1,0,4,0
28,3,1,3,9,7,-1,0,4,0
46,3,1,3,9,104,-1,0,4,0
51,1,0,3,6,220,-1,0,4,0
42,1,0,3,7,85,-1,0,4,0
37,3,0,1,4,91,-1,0,4,1
58,2,1,1,4,19,-1,0,4,0
43,2,0,1,2,574,84,3,3,1
36,3,1,1,9,49,-1,0,4,0
34,2,1,1,4,171,193,2,2,0
31,3,0,1,4,258,73,1,1,1
49,2,1,1,10,41,-1,0,4,0
54,2,1,1,10,83,-1,0,4,0
29,3,0,2,1,95,-1,0,4,0
51,1,1,3,9,78,-1,0,4,0
40,1,1,1,4,134,266,7,1,0
35,3,1,1,8,215,-1,0,4,1
25,3,0,1,9,226,-1,0,4,1
32,3,1,1,6,1275,-1,0,4,1
30,2,0,3,6,66,85,5,2,0
38,2,1,1,6,196,-1,0,4,0
46,2,1,1,8,229,-1,0,4,1
43,2,1,3,9,241,-1,0,4,0
32,3,0,1,10,354,-1,0,4,0
29,3,1,1,9,471,-1,0,4,0
56,2,0,1,5,90,232,1,1,0
57,2,0,3,7,58,-1,0,4,0
38,2,1,3,9,379,-1,0,4,0
51,2,0,3,7,12,-1,0,4,0
35,3,0,1,1,67,-1,0,4,0
37,2,0,3,7,165,-1,0,4,0
48,2,1,1,1,1032,141,7,1,1
30,3,1,3,9,84,-1,0,4,0
60,2,0,1,2,393,-1,0,4,0
56,2,1,1,10,808,-1,0,4,0
45,2,1,3,9,923,-1,0,4,0
38,1,0,1,2,63,-1,0,4,0
20,3,0,1,4,274,-1,0,4,0
59,2,1,1,2,84,-1,0,4,0
34,2,0,1,2,78,-1,0,4,1
36,2,0,3,7,41,-1,0,4,0
53,3,1,1,2,317,180,2,1,1
51,2,1,1,9,138,-1,0,4,0
58,2,0,1,2,88,-1,0,4,0
48,2,1,3,9,413,-1,0,4,0
56,2,1,1,4,139,-1,0,4,0
51,2,0,1,2,82,-1,0,4,0
35,2,1,1,1,12,-1,0,4,0
40,3,1,1,2,221,461,1,3,1
59,2,0,3,7,38,-1,0,4,0
44,1,0,1,10,661,-1,0,4,0
49,2,0,2,6,388,-1,0,4,1
35,2,1,1,6,151,-1,0,4,0
41,2,0,1,2,140,-1,0,4,0
55,2,0,1,6,124,-1,0,4,0
51,2,0,1,6,200,-1,0,4,0
27,3,0,1,4,101,-1,0,4,0
57,2,0,1,6,261,-1,0,4,0
51,3,0,1,10,176,-1,0,4,0
38,2,1,3,7,209,-1,0,4,0
49,2,1,1,1,223,182,2,1,1
40,3,1,1,1,38,335,1,2,0
47,3,0,2,11,541,204,3,1,0
48,1,1,3,9,84,-1,0,4,0
47,2,0,1,2,602,-1,0,4,0
56,2,0,1,2,26,-1,0,4,0
29,3,0,1,1,328,143,2,3,1
38,2,1,3,9,762,-1,0,4,1
32,2,1,1,2,107,-1,0,4,0
42,3,1,3,9,46,-1,0,4,0
30,2,0,1,6,128,-1,0,4,0
26,3,1,3,9,360,-1,0,4,0
35,2,1,1,10,524,96,5,3,1
35,2,1,3,6,128,-1,0,4,0
35,3,0,1,12,310,96,2,2,0
57,2,0,1,2,819,-1,0,4,1
29,3,0,1,6,202,87,2,1,0
32,3,0,3,9,144,-1,0,4,0
45,2,1,1,6,311,-1,0,4,0
51,3,1,1,9,415,375,1,1,1
31,3,1,3,7,93,-1,0,4,0
50,2,1,3,9,101,-1,0,4,0
38,3,1,3,9,72,-1,0,4,0
37,2,1,1,6,282,-1,0,4,0
35,2,1,3,9,210,-1,0,4,0
37,2,0,1,12,369,-1,0,4,0
28,3,0,1,1,125,-1,0,4,0
38,2,0,3,7,301,-1,0,4,0
43,2,0,1,2,14,-1,0,4,0
43,2,1,3,9,57,-1,0,4,0
56,2,0,1,10,420,-1,0,4,0
32,3,1,1,9,638,175,3,3,0
58,1,0,3,9,137,-1,0,4,0
47,2,0,1,2,557,-1,0,4,0
31,3,1,3,9,66,-1,0,4,0
38,2,1,3,9,206,-1,0,4,0
50,2,1,3,9,19,-1,0,4,0
32,2,0,1,4,166,-1,0,4,0
37,3,1,1,9,102,333,2,1,0
39,2,1,3,7,46,-1,0,4,0
40,2,1,3,7,126,-1,0,4,0
41,2,1,3,9,161,-1,0,4,0
45,2,1,1,6,355,-1,0,4,0
31,2,1,3,9,40,-1,0,4,0
54,2,1,1,9,143,-1,0,4,0
39,1,1,1,2,133,-1,0,4,0
56,1,1,3,9,185,-1,0,4,0
35,3,0,3,7,22,-1,0,4,0
34,2,0,1,2,184,-1,0,4,0
31,3,0,1,2,78,-1,0,4,0
38,2,0,1,6,125,-1,0,4,0
41,2,0,3,7,189,-1,0,4,0
44,2,1,3,6,300,-1,0,4,0
49,2,1,3,9,396,-1,0,4,0
30,3,1,3,9,340,-1,0,4,0
31,3,1,2,10,55,-1,0,4,0
34,2,1,1,2,238,-1,0,4,0
70,2,0,1,1,172,186,1,1,0
45,2,0,3,7,36,-1,0,4,0
31,2,0,1,10,303,-1,0,4,0
57,2,0,1,6,417,-1,0,4,0
40,2,1,3,7,162,-1,0,4,0
28,2,1,1,9,10,344,1,1,0
44,3,1,1,6,99,-1,0,4,0
49,1,0,3,7,32,-1,0,4,0
46,2,1,1,10,308,-1,0,4,0
34,2,0,1,7,298,-1,0,4,0
58,2,0,1,2,92,-1,0,4,0
52,2,0,1,2,288,-1,0,4,0
27,2,1,1,1,130,323,1,2,0
48,2,1,1,5,255,-1,0,4,0
33,1,1,1,10,167,-1,0,4,0
46,2,1,1,10,64,150,5,2,0
51,2,0,1,2,166,-1,0,4,0
31,2,0,1,2,657,-1,0,4,1
35,1,1,3,9,434,-1,0,4,0
37,3,0,1,2,75,-1,0,4,0
60,2,0,2,6,40,-1,0,4,0
40,2,0,1,7,398,-1,0,4,0
50,2,1,1,10,163,113,3,1,0
34,2,1,1,2,137,-1,0,4,0
32,2,1,3,7,257,-1,0,4,0
36,3,1,1,4,231,259,1,1,0
32,3,0,3,6,192,-1,0,4,0
40,1,0,1,6,186,-1,0,4,0
37,2,1,1,9,226,363,3,2,0
57,2,1,1,10,67,-1,0,4,0
46,2,0,1,2,205,-1,0,4,0
31,3,1,1,1,14,-1,0,4,0
39,1,0,1,9,488,-1,0,4,1
35,2,1,3,9,50,-1,0,4,0
32,2,0,1,6,312,-1,0,4,0
44,1,1,1,6,163,-1,0,4,0
41,3,1,3,7,76,-1,0,4,0
59,1,0,1,4,150,-1,0,4,0
39,2,1,1,1,244,-1,0,4,0
54,2,0,1,7,207,-1,0,4,1
27,3,1,1,9,113,-1,0,4,0
51,2,1,1,6,1309,-1,0,4,1
33,3,0,1,2,72,-1,0,4,0
38,2,1,1,10,551,183,1,1,0
52,2,0,3,7,163,-1,0,4,0
54,1,1,1,6,179,-1,0,4,0
33,2,1,1,9,217,-1,0,4,0
50,2,1,3,7,88,-1,0,4,0
39,3,1,3,7,21,-1,0,4,0
34,3,0,1,1,142,-1,0,4,1
41,3,0,1,4,1056,-1,0,4,0
48,1,1,1,9,72,363,2,2,0
38,2,1,3,9,411,-1,0,4,0
34,2,1,3,9,145,-1,0,4,0
32,2,1,1,9,80,-1,0,4,0
48,2,1,3,9,344,-1,0,4,0
28,3,1,1,9,128,-1,0,4,0
47,2,1,1,1,412,169,1,3,1
32,3,1,1,9,908,344,7,2,0
32,2,1,1,1,819,-1,0,4,0
38,2,0,1,2,210,-1,0,4,0
86,2,0,2,8,165,101,1,2,0
47,2,0,1,2,118,-1,0,4,0
42,2,1,1,9,159,343,2,1,0
44,2,0,1,6,618,-1,0,4,0
25,3,0,1,3,102,210,2,2,0
34,1,1,1,9,89,344,1,1,0
34,2,0,1,11,401,-1,0,4,1
53,2,0,1,6,200,-1,0,4,0
42,2,1,1,6,152,-1,0,4,0
30,3,0,1,6,203,183,2,1,0
26,3,1,1,9,827,-1,0,4,1
40,2,1,3,9,735,-1,0,4,0
34,3,1,3,9,185,-1,0,4,0
34,2,0,3,9,149,-1,0,4,0
40,2,0,1,6,303,-1,0,4,0
36,2,1,3,7,71,-1,0,4,0
34,3,1,1,9,445,345,2,1,0
32,3,1,1,9,232,-1,0,4,0
39,2,1,1,5,144,248,2,1,0
36,2,0,1,2,209,-1,0,4,0
39,1,1,1,4,691,180,5,1,1
33,2,1,3,9,415,-1,0,4,0
34,3,1,1,6,273,-1,0,4,0
42,2,0,2,12,376,-1,0,4,1
46,2,1,1,6,37,-1,0,4,0
32,3,1,1,1,148,-1,0,4,0
27,2,0,1,6,57,-1,0,4,0
35,1,1,3,9,461,-1,0,4,0
53,2,0,3,7,198,-1,0,4,0
29,3,0,1,5,327,-1,0,4,0
35,3,0,1,2,669,-1,0,4,0
49,2,0,1,5,165,-1,0,4,0
58,2,0,1,2,58,-1,0,4,0
40,3,0,1,5,1473,-1,0,4,1
19,3,0,1,4,123,-1,0,4,0
30,3,1,3,9,289,-1,0,4,0
34,3,0,1,6,239,-1,0,4,0
60,2,0,1,11,1386,-1,0,4,0
28,3,0,1,12,294,105,7,2,1
46,2,1,1,8,910,184,4,3,1
49,1,1,3,9,550,-1,0,4,0
59,1,1,1,10,75,-1,0,4,0
44,3,1,3,9,100,-1,0,4,0
33,2,0,1,6,204,-1,0,4,0
54,2,1,1,9,155,177,7,1,0
26,2,1,3,6,46,-1,0,4,0
54,2,0,2,1,1366,150,1,1,0
48,2,0,1,10,609,-1,0,4,1
30,3,0,1,2,1532,-1,0,4,1
29,3,0,1,10,226,92,1,2,1
51,2,1,1,9,168,-1,0,4,0
53,2,1,1,3,352,-1,0,4,1
43,2,1,1,6,335,-1,0,4,0
34,2,1,1,12,74,-1,0,4,0
40,2,1,1,9,85,-1,0,4,0
43,2,1,3,9,117,-1,0,4,0
33,3,1,1,6,184,-1,0,4,0
66,2,0,1,2,72,-1,0,4,0
44,1,1,3,9,171,-1,0,4,0
33,2,1,2,6,44,-1,0,4,0
31,3,0,1,2,336,-1,0,4,0
71,2,0,1,4,93,-1,0,4,1
22,3,0,1,11,332,183,3,1,1
46,3,0,1,4,398,-1,0,4,0
32,2,1,3,9,86,-1,0,4,0
45,2,0,1,4,45,-1,0,4,0
32,2,1,3,9,110,-1,0,4,0
49,2,1,2,4,152,221,1,1,0
27,3,1,1,6,356,-1,0,4,1
46,2,0,3,7,382,-1,0,4,0
37,3,0,1,5,233,-1,0,4,0
30,3,1,3,9,87,-1,0,4,0
44,1,1,3,9,387,-1,0,4,0
45,2,1,1,7,103,-1,0,4,0
27,3,0,1,8,378,-1,0,4,1
57,2,0,3,7,257,-1,0,4,0
66,2,0,1,6,282,-1,0,4,0
40,1,0,3,5,176,-1,0,4,0
48,2,1,1,9,24,-1,0,4,0
33,3,1,1,10,766,-1,0,4,0
42,1,1,1,9,955,-1,0,4,1
47,2,1,1,4,426,-1,0,4,0
27,3,1,3,9,244,-1,0,4,0
78,2,0,2,10,136,-1,0,4,0
50,2,0,1,10,172,-1,0,4,0
46,3,1,1,10,93,189,8,1,0
41,1,1,2,8,300,182,2,3,1
36,3,0,1,10,118,104,7,1,0
49,2,0,3,6,191,-1,0,4,0
46,1,1,3,9,107,-1,0,4,0
77,2,0,2,4,513,89,7,1,0
30,3,1,3,7,91,-1,0,4,0
43,3,1,1,6,76,-1,0,4,0
44,2,1,3,9,1236,-1,0,4,0
40,2,1,3,7,193,-1,0,4,0
38,2,1,3,7,324,-1,0,4,0
25,3,0,1,7,377,-1,0,4,1
49,2,1,1,10,408,-1,0,4,0
33,2,1,1,9,246,-1,0,4,0
40,3,0,1,2,58,-1,0,4,0
44,2,1,1,6,196,-1,0,4,0
32,2,1,1,1,219,-1,0,4,0
52,2,1,1,6,197,-1,0,4,0
35,2,1,1,2,257,-1,0,4,0
35,2,1,1,5,381,247,2,1,0
32,2,1,3,9,486,-1,0,4,0
42,2,1,3,9,162,-1,0,4,0
59,2,0,3,7,153,-1,0,4,0
44,3,0,1,2,809,-1,0,4,1
50,1,1,1,1,50,-1,0,4,0
27,3,0,1,6,39,-1,0,4,0
55,1,0,1,2,131,-1,0,4,0
54,2,1,2,5,526,258,3,2,0
31,3,1,3,9,172,-1,0,4,0
56,2,0,1,4,405,305,1,3,0
51,2,0,1,6,77,-1,0,4,0
61,2,1,3,9,158,-1,0,4,0
34,3,1,1,9,146,171,3,1,0
56,2,0,3,9,27,-1,0,4,0
29,3,0,1,2,105,-1,0,4,0
34,3,1,3,7,119,-1,0,4,0
35,3,1,1,1,327,-1,0,4,0
56,1,0,1,2,150,-1,0,4,0
45,2,1,1,10,482,120,2,1,0
31,3,1,3,9,81,-1,0,4,0
37,1,0,1,10,1164,-1,0,4,1
43,2,1,1,6,674,-1,0,4,0
40,2,1,1,6,347,-1,0,4,0
44,2,1,1,6,712,-1,0,4,1
38,3,0,1,10,48,-1,0,4,0
58,1,1,1,10,279,-1,0,4,0
24,3,1,3,9,236,-1,0,4,0
53,2,1,1,6,91,-1,0,4,0
36,2,1,1,9,15,-1,0,4,0
28,2,1,1,9,161,337,1,1,0
45,2,1,3,9,187,-1,0,4,0
32,3,1,1,10,100,182,1,1,0
46,2,1,1,6,214,-1,0,4,0
28,3,1,1,1,406,317,1,1,0
51,2,1,1,9,361,364,1,1,0
51,2,0,3,7,30,-1,0,4,0
30,3,1,3,7,99,-1,0,4,0
